Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.bias', 'lm_head.dense.weight', 'lm_head.layer_norm.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.bias', 'lm_head.dense.weight', 'lm_head.layer_norm.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.bias', 'lm_head.dense.weight', 'lm_head.layer_norm.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.bias', 'lm_head.dense.weight', 'lm_head.layer_norm.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.bias', 'lm_head.dense.weight', 'lm_head.layer_norm.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.bias', 'lm_head.dense.weight', 'lm_head.layer_norm.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.decoder.weight']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Namespace(adam_epsilon=1e-08, batch_num=16, data_dir='/cluster/work/sachan/yifan/data/wikidata/downstream', device=6, epoch=50, lm_lr=1e-06, lr=1e-06, model_dir='/cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/', model_name='XLM', modelkg_dir='/cluster/project/sachan/yifan/projects/Multilingual_Space/tmp/xlm_80/final_v3.pt', neg_num=1, patience=2, tmp_dir='./tmp/checkpoints', weight_decay=0.005)
KGC: [ el ] | training loss:  2.8147 | val loss:  2.7373 | hit@1:  0.001 hit@10:  0.0157
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0 hit@10:  0.0062
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0024 hit@10:  0.0084
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0029 hit@10:  0.0062
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.007
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.001 hit@10:  0.007
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0101
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0046
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.001 hit@10:  0.0034
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0012 hit@10:  0.0077
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0024 hit@10:  0.0096
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0019 hit@10:  0.0079
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0065
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0048
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0007 hit@10:  0.0058
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.001 hit@10:  0.0065
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0055
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0012 hit@10:  0.0058
The performance (hit@1, hit@10) of language [ fr ] is:  [1.0959, 0.0038, 0.2021]
KGC: [ ja ] | training loss:  2.4286 | val loss:  2.7614 | hit@1:  0.012 hit@10:  0.0333
KGC: [ ja ] | training loss:  2.8008 | val loss:  2.7733 | hit@1:  0.0005 hit@10:  0.0116
KGC: [ ja ] | training loss:  2.7089 | val loss:  2.695 | hit@1:  0.0005 hit@10:  0.0051
KGC: [ ja ] | training loss:  2.6885 | val loss:  2.6669 | hit@1:  0.0005 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.7874 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0079
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.012
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0093
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8326 | val loss:  2.8696 | hit@1:  0.0009 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0079
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0791
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0019 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0 hit@10:  0.0102
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0 hit@10:  0.0051
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0093
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0093
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0097
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0106
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0097
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0079
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0088
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0056 hit@10:  0.0139
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0056 hit@10:  0.013
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0125
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.012
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0088
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
The performance (hit@1, hit@10) of language [ ja ] is:  [2.6669, 0.0005, 0.0083]
