Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.decoder.weight', 'lm_head.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.dense.weight', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.decoder.weight', 'lm_head.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.dense.weight', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.decoder.weight', 'lm_head.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.dense.weight', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.decoder.weight', 'lm_head.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.dense.weight', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.decoder.weight', 'lm_head.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.dense.weight', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at /cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/ were not used when initializing XLMRobertaModel: ['lm_head.decoder.weight', 'lm_head.bias', 'lm_head.dense.bias', 'lm_head.layer_norm.weight', 'lm_head.dense.weight', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing XLMRobertaModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing XLMRobertaModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Namespace(adam_epsilon=1e-08, batch_num=16, data_dir='/cluster/work/sachan/yifan/data/wikidata/downstream', device=7, epoch=50, lm_lr=1e-06, lr=1e-06, model_dir='/cluster/work/sachan/yifan/huggingface_models/xlm-roberta-base/', model_name='XLM-KG', modelkg_dir='/cluster/project/sachan/yifan/projects/Multilingual_Space/tmp/xlm_80/final_v3.pt', neg_num=1, patience=2, tmp_dir='./tmp/checkpoints', weight_decay=0.005)
KGC: [ el ] | training loss:  1.9803 | val loss:  1.4846 | hit@1:  0.1377 hit@10:  0.3736
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0077
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.006
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0038 hit@10:  0.0105
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0036
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0041
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0031
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0038
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0029
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0007 hit@10:  0.0091
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0038
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0048
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0134
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0038
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0005 hit@10:  0.0041
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0038
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0031
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.005
KGC: [ fr ] | training loss:  2.833 | val loss:  2.8309 | hit@1:  0.0002 hit@10:  0.0034
The performance (hit@1, hit@10) of language [ fr ] is:  [0.731, 0.1242, 0.333]
KGC: [ ja ] | training loss:  1.6403 | val loss:  1.3119 | hit@1:  0.0833 hit@10:  0.3034
KGC: [ ja ] | training loss:  1.2624 | val loss:  1.1762 | hit@1:  0.1679 hit@10:  0.3219
KGC: [ ja ] | training loss:  1.1493 | val loss:  1.0744 | hit@1:  0.1651 hit@10:  0.3437
KGC: [ ja ] | training loss:  1.0786 | val loss:  1.0454 | hit@1:  0.1623 hit@10:  0.3386
KGC: [ ja ] | training loss:  1.1256 | val loss:  1.233 | hit@1:  0.1596 hit@10:  0.3298
KGC: [ ja ] | training loss:  1.2324 | val loss:  1.3137 | hit@1:  0.16 hit@10:  0.3178
KGC: [ ja ] | training loss:  1.1857 | val loss:  1.1791 | hit@1:  0.1725 hit@10:  0.3575
KGC: [ ja ] | training loss:  1.5372 | val loss:  2.8323 | hit@1:  0.0005 hit@10:  0.0088
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0079
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0102
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0032 hit@10:  0.0093
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0028 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8323 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0046
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8323 | hit@1:  0.0032 hit@10:  0.0088
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.013
KGC: [ ja ] | training loss:  2.833 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0074
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0046
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0019 hit@10:  0.0093
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0051
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0083
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0069
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0023 hit@10:  0.0079
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.012
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0106
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0056
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.006
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0009 hit@10:  0.0097
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.0065
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0005 hit@10:  0.0116
KGC: [ ja ] | training loss:  2.8329 | val loss:  2.8322 | hit@1:  0.0014 hit@10:  0.006
The performance (hit@1, hit@10) of language [ ja ] is:  [1.0454, 0.1623, 0.3386]
